gender,age,job,monthly_income,assets,saving_months,saving_amount,deposit_amount,deposit_months
F,12,0,157,164,6,25,198,12
M,11,0,125,2773,1,21,246,12
F,26,0,182,3037,6,94,2183,24
M,49,1,954,127843,12,400,8929,24
F,83,1,2016,100588,12,322,7257,24
M,62,1,1218,41465,24,194,2192,12
F,44,0,140,13880,12,57,1142,24
F,22,1,1314,29597,12,696,7410,12
M,62,1,517,61917,24,67,2357,24
F,68,1,1301,46434,12,247,5620,24
F,79,1,2570,208002,24,308,5859,12
F,56,1,2860,186599,12,886,24710,24
F,37,0,198,9556,6,98,617,6
F,83,1,1949,279862,12,428,3742,12
F,48,0,97,5382,1,36,838,24
F,11,0,120,849,3,15,191,12
M,19,0,114,1534,1,14,268,12
M,40,0,452,42126,12,176,474,3
M,45,1,1990,218317,24,776,9074,12
M,71,1,1145,32432,12,160,4946,24
M,47,1,1466,161670,12,469,5981,12
F,100,1,2785,215156,12,529,5347,12
F,50,1,1446,53438,24,535,12146,24
M,36,0,64,4608,24,37,368,12
F,30,0,196,10229,24,96,2351,24
M,31,0,51,1203,6,27,73,3
F,11,0,86,603,6,10,43,3
M,81,1,2949,35373,12,501,7077,24
M,13,1,265,26911,24,33,601,12
M,72,1,1764,112228,24,229,2328,12
M,40,1,359,6479,24,125,1593,12
F,63,1,1677,203053,24,218,6037,24
F,21,1,1420,33882,12,780,8179,12
M,15,0,159,934,24,21,54,3
M,15,0,56,1019,12,9,10,1
M,57,1,666,99162,24,233,5274,24
F,31,0,75,4864,6,34,440,12
F,16,1,200,11931,12,27,368,12
M,27,0,26,484,1,13,280,24
M,63,1,2587,147846,24,336,11175,24
F,25,0,47,154,24,24,265,12
M,40,1,2262,133819,24,904,19000,24
M,18,0,179,3799,3,24,28,1
F,81,1,2991,242198,24,538,6460,12
F,84,1,188,13317,24,33,857,24
F,49,0,331,19752,3,115,367,3
M,75,1,1181,102100,12,153,4535,24
M,32,1,229,29432,24,114,2693,24
F,80,1,1352,103873,12,216,2920,12
M,95,1,2996,339634,24,479,6471,12
M,36,1,946,52893,24,454,5448,12
F,70,1,2730,387871,24,327,8517,24
M,59,0,122,10422,12,32,307,6
F,54,1,966,108952,12,309,3941,12
F,57,1,1013,56249,24,344,4011,12
F,44,1,1205,42604,24,421,9254,24
F,97,1,1194,62890,12,179,1862,12
F,39,1,2984,84165,24,1372,19336,12
M,68,1,2942,93600,12,382,12003,24
M,58,0,108,9736,12,37,226,6
M,49,1,1484,218616,12,549,5520,12
F,75,1,1171,39917,24,152,2388,12
F,10,0,124,1075,1,18,24,1
M,70,1,265,35854,12,47,540,12
M,53,0,20,801,1,7,196,24
M,41,0,355,4783,24,138,383,3
F,20,0,106,1542,24,54,623,12
M,49,0,62,1432,3,24,595,24
M,57,1,1605,167217,24,545,15407,24
F,21,0,81,712,3,39,38,1
M,72,0,417,29396,6,58,300,6
F,81,1,2501,131265,12,400,9603,24
F,86,1,2428,275465,24,339,2913,12
M,98,1,2976,51728,12,297,9285,24
M,94,1,871,102822,24,165,1985,12
M,92,1,1943,43243,12,213,9326,24
F,76,1,2520,218441,24,352,7862,24
F,61,1,2668,290052,12,480,7043,24
F,63,0,263,19674,12,39,820,24
F,28,0,120,1643,1,58,381,6
F,51,0,215,15135,1,83,515,6
M,23,0,77,676,12,40,254,6
F,75,0,498,40531,12,84,64,1
F,95,1,1241,50207,12,198,5063,24
F,44,0,124,4421,1,45,47,1
M,58,1,2551,374852,12,994,18367,24
M,99,1,2518,99105,12,352,5136,12
F,60,0,492,23852,1,73,236,3
F,93,1,1703,178015,12,204,3269,12
M,20,1,2485,185313,24,1093,16102,12
F,86,1,502,18970,12,95,1024,12
F,31,1,1016,57502,12,528,10728,24
F,82,1,240,12158,12,26,403,12
M,20,1,2695,162592,12,1401,31693,24
M,30,0,160,13551,24,78,81,1
M,64,1,1877,151775,12,281,6757,24
F,20,0,137,1034,24,71,838,12
F,42,1,363,48301,12,119,3136,24
M,23,0,42,714,1,20,544,24
F,34,1,850,68279,12,407,4997,12
F,95,1,1382,105966,12,193,2653,12
F,28,0,43,476,24,22,72,3
M,44,0,335,6232,12,140,763,6
F,57,1,2688,81620,24,860,23224,24
F,98,1,2066,87953,24,392,4710,12
M,38,1,709,81494,12,319,4168,12
F,86,1,1349,133384,24,188,1942,12
M,85,1,2876,346391,12,431,4141,12
M,36,0,83,3907,1,40,248,6
M,57,1,2539,307810,12,837,10663,12
F,14,0,132,960,3,26,401,24
M,42,0,372,13183,1,137,119,1
F,17,0,111,398,24,16,361,24
F,47,1,198,5957,24,73,1568,24
F,53,0,255,4101,6,94,267,3
M,57,0,186,11944,24,68,669,12
M,21,0,20,419,1,9,117,12
F,51,1,705,17864,24,218,3468,12
M,93,1,2114,219789,12,274,6088,24
M,86,1,2639,246220,24,448,6333,12
F,78,0,287,19090,1,48,1033,24
M,50,1,767,78621,24,245,6074,24
F,42,1,2352,150670,12,729,11854,12
F,69,1,1949,155153,24,370,3274,12
M,80,1,1567,154865,12,172,7897,24
F,53,1,2379,172227,12,951,10277,12
M,54,0,275,21648,6,96,305,3
F,33,0,51,3405,6,26,23,1
M,44,0,356,20222,12,124,1580,12
M,67,1,1605,171699,24,240,2888,12
F,11,1,1470,28744,12,267,2293,12
F,65,1,232,15517,12,32,890,24
F,91,1,1037,44751,24,186,1493,12
F,48,0,201,9947,1,72,940,12
M,34,0,82,882,1,43,140,3
F,20,0,146,2352,6,65,1576,24
M,21,0,124,1595,12,65,1577,24
M,14,0,147,2012,12,18,23,1
M,26,1,892,73078,12,437,9847,24
M,51,1,799,78079,24,279,6328,24
F,67,1,2214,330954,24,376,5047,12
M,65,0,116,10090,24,13,18,1
M,46,1,714,84239,12,257,6168,24
M,46,0,59,1077,3,20,58,3
M,64,1,937,116596,24,149,4497,24
F,86,1,2758,160936,12,413,4302,12
M,90,1,559,82416,12,67,2280,24
M,46,1,1380,156155,24,482,10929,24
M,30,0,38,2947,3,17,465,24
M,62,1,454,10449,12,45,817,12
M,54,1,350,32808,24,115,1553,12
F,70,0,323,11363,24,54,1007,24
F,10,0,101,593,3,16,323,24
M,47,1,2643,325147,24,1110,8880,12
F,15,0,63,894,1,7,132,12
F,30,1,2808,38709,12,1375,33695,24
M,34,1,2039,14546,12,1039,23978,24
F,34,1,2244,28284,12,1121,28005,24
F,18,0,43,940,12,5,24,3
M,56,1,600,37664,12,227,5327,24
F,44,1,374,47156,24,142,1570,12
M,98,1,2393,219405,12,406,9763,24
M,55,0,156,11025,1,57,365,6
M,51,1,388,39377,12,143,2979,24
M,89,0,50,4439,12,6,36,6
F,67,1,844,42291,12,126,2835,24
F,18,0,122,273,6,12,50,3
M,43,1,488,29908,12,121,4099,24
M,68,1,910,18408,24,145,1747,12
F,39,1,2143,308029,12,1050,22630,24
F,46,0,54,2665,6,18,66,3
M,81,1,2343,326958,24,304,3936,12
M,69,1,1681,189390,24,285,2622,12
M,76,0,370,9750,1,62,355,6
F,16,0,76,201,6,14,77,6
M,50,0,459,5275,6,165,4406,24
F,89,1,579,5171,24,121,1945,24
M,66,1,1677,149240,24,251,6842,24
M,57,1,1224,127745,12,477,4700,12
F,37,0,129,7256,1,61,61,1
F,26,0,66,1002,1,31,435,12
M,59,1,1668,63316,24,633,15212,24
M,27,1,488,56388,12,258,6792,24
M,17,1,1322,135680,12,223,4464,24
F,70,0,251,15049,6,40,1024,24
M,19,1,1521,61397,24,192,2084,12
M,34,1,989,42123,12,534,11393,24
F,89,1,2265,41953,12,430,6523,24
F,53,1,2818,406571,24,958,10144,12
M,39,0,102,3989,24,49,49,1
F,51,1,1905,58555,24,723,7543,12
F,93,1,206,28485,24,26,271,12
F,90,1,2139,273393,12,427,3080,12
M,16,0,156,1828,24,30,425,24
F,37,1,1984,93578,12,1051,24284,24
M,76,0,321,11069,24,51,105,3
F,59,1,761,94239,24,273,2648,12
M,48,0,358,12180,6,121,644,6
M,92,1,590,43625,24,100,2123,24
M,50,0,32,1815,24,11,78,6
F,37,0,68,4695,6,31,93,3
M,92,1,234,10459,24,23,421,12
F,41,1,286,20925,12,105,2539,24
M,41,1,2810,360063,24,1208,25627,24
F,81,1,2625,186811,24,393,8819,24
F,97,1,2060,90199,24,391,7910,24
F,58,1,1318,79523,12,527,12020,24
M,11,0,160,1041,1,28,752,24
F,54,0,135,10808,3,52,157,3
F,79,1,1157,168650,12,173,2360,12
F,40,1,2574,170735,12,952,10193,12
M,58,1,2181,231374,24,850,8898,12
F,46,0,164,6318,3,57,669,12
F,15,0,199,2479,24,23,636,24
F,77,1,1294,69228,12,232,1863,12
M,73,1,1323,87274,12,145,5397,24
F,87,1,2662,282648,12,346,11499,24
M,24,0,77,880,1,42,235,6
M,69,1,1974,183526,24,296,4026,12
M,49,0,182,14383,1,72,338,6
M,27,0,36,370,1,17,19,1
M,63,1,574,44970,24,97,2341,24
M,10,0,64,1144,24,11,9,1
F,69,1,1759,233682,12,299,7598,24
F,76,1,628,27017,12,81,1959,24
M,95,1,2530,289126,12,303,5464,12
F,77,1,2338,57008,24,397,7294,24
M,37,1,1618,169513,12,760,8931,12
M,16,1,2072,217874,24,264,4084,12
F,72,1,2283,91330,12,365,8218,24
M,47,0,333,31561,12,133,1358,12
M,10,1,2024,63860,12,375,4130,12
M,12,0,153,3365,6,30,134,6
F,62,1,314,33248,12,34,1281,24
F,53,0,466,19133,12,172,461,3
F,53,1,2795,238987,12,950,12745,12
F,43,1,530,51561,24,185,4706,24
M,38,0,150,14285,24,82,74,1
F,36,1,2373,145499,24,1257,26197,24
F,39,1,1951,56285,12,916,22007,24
M,30,1,2220,124456,12,1243,28238,24
F,93,1,289,8596,12,46,971,24
M,58,1,1535,183884,24,583,13630,24
M,26,0,23,149,6,11,135,12
F,87,1,1061,106920,12,180,4838,24
F,25,1,1385,133682,24,706,8642,12
M,65,1,250,34086,24,39,479,12
F,36,0,155,14746,1,75,911,12
F,96,1,1668,231630,24,166,5604,24
M,37,0,173,7969,6,83,86,1
F,96,1,798,14631,12,111,1915,24
F,76,1,2127,135722,24,297,6125,24
F,96,1,712,95179,12,142,1537,12
M,42,0,447,9587,24,160,938,6
F,90,1,2330,135954,24,279,3634,12
M,73,1,1146,155898,24,183,4400,24
F,32,1,621,71815,12,329,7451,24
M,36,1,2267,291455,24,1110,13874,12
M,10,0,41,230,1,7,25,6
M,38,0,151,14188,6,78,1775,24
M,73,1,2855,384389,24,456,10277,24
F,54,1,1060,77564,12,370,4833,12
M,89,1,1774,50999,24,212,4044,12
F,50,0,43,3336,6,18,18,1
F,61,0,223,17498,3,26,127,3
M,23,0,76,925,3,37,246,6
F,87,1,2041,177449,24,326,7347,24
M,44,1,1054,98323,24,368,4426,12
F,23,0,55,465,6,28,607,24
M,89,1,2593,165329,12,414,3733,12
F,62,1,1795,177328,24,233,3446,12
M,28,1,244,20785,12,121,3103,24
F,25,1,1868,39804,12,990,10311,12
M,97,1,2551,95487,12,408,7959,24
M,100,1,681,9775,12,108,2778,24
M,44,1,1755,246582,12,596,7370,12
M,35,1,2933,32898,12,1319,19709,12
F,37,0,92,8553,24,46,618,12
M,35,0,44,3389,24,20,139,6
F,68,1,1126,142171,24,180,2972,24
F,25,1,2976,185215,24,1666,35711,24
F,96,1,1060,103429,12,127,1907,12
M,19,0,50,1030,6,6,28,3
M,11,0,31,294,3,3,4,1
F,86,1,1935,195671,24,367,4179,12
F,51,1,2304,56882,12,898,8847,12
F,66,1,2260,134450,24,226,10847,24
F,83,1,359,27311,12,35,689,12
F,98,1,2941,74922,24,382,7058,12
M,32,0,70,5043,12,37,218,6
M,39,1,2959,326541,12,1657,17753,12
F,42,0,289,580,3,106,1040,12
F,92,1,1610,137371,12,193,2511,12
F,65,1,1210,167684,24,157,2323,12
F,60,1,446,48623,12,89,1391,24
M,54,1,2515,275149,24,829,11770,12
F,27,0,112,2044,24,54,342,6
F,12,0,136,1722,6,26,74,3
F,38,1,804,41494,12,369,4823,12
F,46,0,223,9800,3,93,2033,24
F,73,0,480,18132,3,62,1497,24
F,36,0,128,2581,6,55,1535,24
M,41,0,215,21066,1,66,206,3
M,78,1,1370,14163,12,219,2137,12
F,24,1,2635,233642,12,1370,15809,12
F,86,1,727,6333,24,130,2442,24
M,99,1,1256,132554,12,200,6028,24
M,61,1,2011,152329,12,281,6756,24
M,91,1,231,3611,24,32,415,12
M,91,1,2450,346398,12,416,7644,24
F,47,0,34,1786,12,13,33,3
F,43,0,328,23129,3,127,728,6
F,51,1,1087,26232,24,369,4434,12
F,20,0,99,1348,12,45,570,12
F,16,0,71,1374,24,14,277,24
M,97,1,814,89886,12,122,3125,24
F,68,1,2081,27895,24,270,2996,12
M,28,0,171,3647,1,78,1005,12
F,59,1,1724,138543,12,620,6413,12
F,58,1,682,37072,12,245,6056,24
F,12,0,61,1346,24,7,225,24
F,27,0,122,161,24,60,179,3
F,20,0,152,805,3,74,1003,12
F,28,0,74,1560,12,37,426,12
M,98,1,686,10376,24,96,2798,24
M,33,1,680,53693,24,305,7343,24
M,65,1,502,34210,24,70,2168,24
M,38,0,153,9584,3,74,76,1
F,34,0,155,5424,6,79,892,12
M,27,0,148,2828,24,71,905,12
F,11,0,139,746,12,25,321,12
M,17,0,133,135,6,21,128,6
M,51,0,39,546,24,12,45,3
F,64,1,1672,193169,12,234,4012,12
F,93,1,2167,137834,12,346,9361,24
M,32,1,2352,46168,24,1105,26530,24
F,43,0,419,10623,24,138,414,3
M,94,1,1265,40581,24,177,2732,12
F,69,0,459,26279,3,55,330,6
F,80,1,1086,9184,12,119,3909,24
M,99,1,2865,425699,24,515,11689,24
F,98,0,254,22241,3,48,548,12
F,32,0,104,4766,3,53,54,1
M,93,1,1737,122397,24,312,4377,12
M,18,1,909,112934,12,166,1550,12
F,77,1,2949,183697,24,560,6369,12
F,22,0,187,2916,24,80,1054,12
F,32,1,2368,240882,24,1160,14492,12
M,83,1,978,83530,24,166,1173,12
F,91,1,1282,151229,12,153,1692,12
F,86,1,2524,14037,24,429,6057,12
M,66,1,2740,178716,12,602,4603,12
F,43,0,408,18937,6,146,416,3
F,48,1,2483,305212,24,993,20857,24
M,67,1,1207,113707,12,241,2462,12
F,66,1,1929,189804,24,270,8796,24
F,87,1,2143,304469,12,278,8743,24
M,52,1,1430,76461,24,514,5834,12
M,85,1,340,4329,24,47,1795,24
F,99,1,840,102155,12,125,3628,24
F,56,0,410,29303,24,172,467,3
F,31,1,751,4326,12,352,4776,12
F,11,0,104,1852,3,15,13,1
F,26,0,121,1522,24,56,56,1
M,37,0,188,18504,24,99,293,3
M,48,1,2003,287164,12,721,8893,12
F,19,0,65,1304,3,9,81,12
M,34,0,42,3704,24,20,136,6
M,77,1,540,57517,12,80,1425,24
F,39,0,85,6089,1,39,1060,24
F,37,1,2200,84108,24,1209,13991,12
F,14,0,122,1520,12,22,23,1
M,10,0,148,628,6,20,241,12
F,64,1,407,43224,24,77,1660,24
M,90,1,919,45056,24,183,1543,12
F,44,0,238,9907,24,83,585,6
F,97,1,614,81483,24,73,2947,24
M,13,0,172,2064,1,27,72,3
F,71,1,2249,29346,12,337,12414,24
M,52,1,2815,333038,24,957,11147,12
F,81,1,2844,100288,12,312,6143,12
M,31,0,113,9886,24,55,1437,24
F,12,0,64,1372,3,11,10,1
F,92,1,2162,129942,12,389,8302,24
M,100,1,2501,89627,24,350,11404,24
M,94,1,2835,102147,12,481,5443,12
M,29,1,2127,71909,12,1212,14038,12
M,86,1,1918,54613,12,326,3222,12
M,80,1,2222,317970,12,266,3999,12
M,68,0,234,3056,1,30,37,1
M,38,1,2592,126899,24,1373,14929,12
F,26,1,625,37582,24,306,3749,12
F,10,0,98,1796,24,12,63,6
M,31,1,217,3747,24,108,1275,12
M,57,0,125,9431,1,42,138,3
M,85,1,2478,43219,24,446,5947,12
M,32,0,42,3201,24,20,493,24
M,86,1,1254,119031,24,200,1504,12
F,66,1,1758,183044,24,298,8438,24
F,46,0,123,2099,24,45,560,12
F,49,1,532,29990,24,170,4085,24
F,79,1,2103,264082,24,420,11608,24
F,65,1,1102,122674,24,154,1454,12
F,47,1,1402,84587,12,420,12449,24
F,80,1,185,21850,12,20,577,24
M,89,1,1186,28111,12,225,5123,24
F,52,1,1237,1597,24,432,5937,12
M,68,1,2395,336585,24,383,4023,12
F,19,0,103,1918,24,15,468,24
F,74,1,213,13190,12,31,383,12
M,64,1,892,72953,12,107,1605,12
F,16,0,42,285,1,6,184,24
M,56,0,287,27740,3,100,109,1
M,19,0,144,2376,12,23,339,12
F,84,1,1618,73701,24,226,6213,24
F,27,0,97,1396,1,46,558,12
M,72,1,1880,176143,12,188,4963,24
F,40,1,1725,226549,24,620,14075,24
F,75,1,1018,40693,12,142,1343,12
F,53,1,2049,179909,24,737,18195,24
F,96,1,1429,211247,24,242,2572,12
F,62,1,586,45957,12,87,2250,24
M,64,1,262,33611,24,47,440,12
M,72,0,293,19546,12,38,421,12
M,51,0,75,3331,24,24,27,1
M,27,0,68,442,12,36,416,12
F,15,0,40,382,1,4,33,6
M,93,1,2060,68477,12,432,6427,24
M,23,0,193,1301,1,90,602,6
F,14,1,1239,136020,12,140,4634,24
F,19,0,183,2354,12,30,769,24
F,69,0,397,29554,12,47,1429,24
M,16,0,85,1462,6,16,91,6
M,92,1,2051,257910,12,389,5906,24
F,68,1,1459,140039,12,145,6653,24
F,41,0,42,408,24,13,103,6
M,64,1,2603,271490,12,416,4685,12
M,88,1,2607,171432,12,286,8133,24
M,26,1,405,39393,24,214,4762,24
F,100,1,1281,159862,24,192,2766,12
M,24,0,164,2703,12,77,491,6
F,58,1,2848,114764,24,911,22556,24
M,64,1,1056,143385,24,126,2661,12
M,40,1,378,32161,12,132,1451,12
M,20,1,1356,95223,24,664,17573,24
M,23,0,117,844,6,62,358,6
F,74,1,206,9211,12,28,370,12
F,55,1,1881,10067,12,658,7223,12
M,54,0,257,3918,6,102,539,6
M,78,1,2086,65862,24,271,6508,24
M,88,1,807,34479,24,153,3292,24
F,27,0,134,677,24,62,66,1
F,27,0,110,1370,6,57,51,1
F,35,1,603,8524,12,307,3617,12
F,40,0,431,21690,6,155,3620,24
M,47,1,1038,131184,24,373,8968,24
F,56,1,2627,127530,24,919,11348,12
F,11,0,71,486,1,11,252,24
M,17,0,127,664,1,22,502,24
M,32,0,79,2009,6,40,123,3
M,84,1,2548,271622,24,280,8561,24
M,28,0,49,420,6,23,24,1
F,17,0,100,363,3,14,118,6
M,64,1,1313,162155,12,157,4726,24
M,98,1,1607,55613,24,224,6556,24
M,77,0,116,1139,12,25,194,12
F,81,1,1893,217047,24,302,4088,12
M,62,1,388,54801,12,73,1396,24
F,68,1,1622,206848,12,275,4671,24
F,17,1,995,21841,12,131,3516,24
M,51,0,278,2691,3,94,102,1
F,92,1,432,52894,12,73,933,12
F,37,0,152,9729,12,66,71,1
F,41,1,2529,163791,12,885,9711,12
F,52,0,396,13784,12,134,3231,24
F,39,1,1073,79624,24,547,13391,24
F,86,1,1520,9192,12,182,3647,12
M,18,0,190,3752,3,27,322,12
F,12,0,106,252,6,12,64,6
M,84,1,2186,105550,12,393,4984,12
F,87,1,2072,15389,12,414,4226,12
M,28,0,125,1426,12,63,64,1
F,62,1,1194,131209,24,179,5158,24
M,48,0,462,28430,6,147,457,3
M,64,1,874,9805,12,131,3565,24
M,54,1,777,111407,12,303,3076,12
M,38,1,2485,319638,24,1192,14313,12
F,80,1,2209,252186,24,287,7422,24
M,63,1,673,71523,24,114,1776,24
M,69,1,1021,111469,12,153,3920,24
F,24,1,2589,189337,24,1216,16155,12
F,81,1,1760,3496,24,316,6758,24
M,76,1,2979,253435,12,417,12869,24
F,72,0,369,672,12,55,974,24
F,12,0,156,1049,24,29,30,1
M,97,1,2466,220614,12,517,8285,24
F,45,1,2888,267280,12,1155,24952,24
M,96,1,2332,204467,24,466,8395,24
M,25,1,1673,203826,24,836,9435,12
F,69,1,505,60788,12,85,969,12
M,98,1,2359,211947,12,353,8492,24
M,50,0,134,5396,3,45,562,12
F,19,1,2046,225362,12,264,5522,24
F,35,0,196,9696,3,101,576,6
M,66,1,1899,107839,24,303,4101,12
F,55,1,2459,162177,12,836,20065,24
M,79,1,277,7503,12,36,565,12
F,34,0,58,2096,3,28,31,1
F,86,1,2719,24937,24,353,10440,24
M,62,1,2632,13578,12,394,8843,24
F,99,1,1591,222283,24,238,7636,24
M,30,0,50,3077,1,24,134,6
M,74,1,1680,157990,24,302,6854,24
F,97,1,2172,306579,24,304,4952,12
F,46,0,408,27578,24,155,379,3
M,80,1,534,25726,24,53,640,12
M,42,0,296,20151,6,106,106,1
M,87,1,1638,11789,24,180,2751,12
F,31,0,135,11956,1,63,469,6
M,51,0,141,7858,6,42,49,1
F,72,0,377,21609,1,41,1447,24
M,43,1,246,5731,12,98,2243,24
M,28,1,387,51237,24,178,4365,24
F,72,1,1680,251446,12,168,3225,12
F,14,1,2861,131615,12,475,4754,12
F,45,1,2661,266453,12,931,20436,24
M,48,0,222,10222,3,73,372,6
F,41,0,58,4026,3,18,62,3
M,92,0,418,38154,12,45,1203,24
M,32,1,2644,72334,12,1401,35535,24
F,34,1,952,124654,12,504,12566,24
M,55,1,2154,177880,12,624,8788,12
M,20,0,197,2956,24,96,277,3
M,100,1,834,90256,24,150,1501,12
M,61,1,399,45111,12,59,1915,24
F,20,1,1193,110839,12,572,6728,12
F,39,0,186,7196,12,83,1227,12
M,25,0,182,2763,24,94,89,1
M,81,1,2265,311627,24,317,8697,24
M,67,0,176,11540,6,31,380,12
M,20,0,24,364,12,11,74,6
F,83,1,2342,214696,12,281,10679,24
M,84,1,2815,407984,24,337,9458,24
F,39,0,32,838,3,15,195,12
M,67,1,563,44931,12,73,1216,12
M,76,1,2983,206100,24,536,9306,24
F,30,0,57,1517,24,27,697,24
M,39,0,132,144,3,69,65,1
F,64,1,2665,327742,12,346,11512,24
M,44,0,464,35645,24,167,4454,24
F,62,0,53,666,12,7,190,24
F,70,1,2726,50725,12,381,9159,24
F,84,1,484,32322,24,82,1393,24
M,84,1,1464,115130,12,204,3513,12
F,24,0,149,2131,1,77,78,1
F,86,1,2825,247981,12,367,10847,24
F,79,1,2837,313686,24,368,9532,24
M,64,0,78,534,12,10,12,1
F,82,1,2032,57322,12,447,9265,24
M,72,1,2294,145711,12,298,5505,12
F,10,0,158,2080,24,31,26,1
M,24,0,183,1774,24,86,1141,12
F,55,1,1118,25870,24,413,9391,24
M,32,0,63,3066,24,31,98,3
F,27,0,82,1472,1,37,1043,24
M,30,1,1215,89373,24,643,7873,12
F,12,1,1841,87699,12,199,8429,24
M,69,0,147,1863,6,26,423,24
F,12,0,74,132,6,12,140,12
M,84,1,1365,132035,12,177,4913,24
F,27,0,73,1360,1,35,464,12
F,89,1,2992,437427,24,508,6821,12
F,97,1,833,122342,24,99,2998,24
M,45,0,458,18280,24,151,2088,12
M,57,1,1928,32632,12,751,16195,24
M,81,1,815,9509,12,105,2542,24
F,94,1,2760,188157,24,413,3643,12
M,97,1,2316,92098,12,231,4168,12
M,61,0,288,20883,6,37,518,12
M,84,1,1459,64017,12,291,5252,24
M,64,0,375,19766,24,63,52,1
M,16,0,31,711,3,3,29,6
M,94,1,1212,39058,12,230,2472,12
M,54,1,2681,329181,24,857,20590,24
F,71,1,2310,47292,12,277,8870,24
M,40,0,431,23419,6,168,3206,24
M,84,1,1688,80646,24,320,5266,24
F,84,1,1426,113529,12,185,2737,12
M,16,0,68,1392,3,9,66,6
F,91,1,2686,221664,12,268,3867,12
M,78,1,1074,68320,24,128,3866,24
M,98,1,2034,69894,24,345,6834,24
F,79,1,2080,269224,24,291,3244,12
F,98,1,1254,29942,12,213,4815,24
F,71,1,536,33656,24,64,1350,12
F,83,1,864,55696,24,129,3317,24
F,61,1,1607,128680,24,176,5785,24
M,68,0,329,28520,3,36,187,3
M,71,1,286,2920,12,28,686,12
M,94,1,2092,59297,12,271,5522,24
F,89,1,404,666,12,56,1260,24
F,86,1,2537,305431,12,456,4262,12
M,30,1,578,64263,24,300,6381,24
M,62,0,438,35768,3,61,157,3
M,20,0,39,557,6,19,486,24
M,66,0,436,31869,24,69,1360,24
M,69,1,910,90270,24,136,1201,12
F,70,1,2828,35055,24,452,4072,12
M,93,1,2913,176110,24,349,6991,12
F,79,1,223,17367,12,33,802,24
F,64,1,591,57269,12,106,1560,24
M,89,1,2568,117859,24,385,4622,12
M,18,0,50,1088,3,8,33,6
M,35,0,171,2935,24,99,246,3
M,71,1,2108,244959,12,316,7082,24
M,99,1,894,32803,12,134,1716,12
F,74,1,1872,235011,12,336,4268,12
M,53,1,1997,243530,24,599,9106,12
M,89,1,1325,180703,12,185,4134,24
M,23,1,1783,54919,24,873,23963,24
F,98,1,899,116174,24,134,1510,12
F,24,0,151,1937,24,72,77,1
M,39,0,115,2265,1,56,175,3
M,61,0,106,3297,1,13,47,3
F,51,0,334,7386,24,116,133,1
F,54,1,2737,21789,24,1067,22990,24
F,73,1,2059,159909,12,308,5929,24
F,83,1,2807,6369,12,308,7410,24
F,79,0,360,25980,3,79,194,3
M,72,0,315,9663,12,40,245,6
M,24,0,67,141,3,32,418,12
F,72,1,2972,86188,24,356,4992,12
M,59,1,1763,233970,24,687,6769,12
F,50,1,410,6208,12,127,1574,12
M,67,1,340,22451,24,50,897,24
M,47,0,470,18913,3,169,1071,6
M,92,1,267,39301,12,32,768,24
F,10,0,109,767,3,20,47,3
F,11,0,56,631,1,7,24,3
M,73,0,95,5233,24,17,79,6
F,56,1,2538,51775,24,736,10659,12
M,26,0,79,299,12,37,483,12
M,39,0,138,4136,1,71,219,3
F,70,1,519,4216,24,98,1494,24
M,35,1,964,5763,12,491,10642,24
M,20,0,67,335,12,30,116,3
M,28,0,172,1261,1,82,268,3
F,93,1,1055,140685,24,168,2785,24
M,80,1,1352,21161,12,202,1946,12
M,50,1,2242,240218,12,829,19370,24
F,95,1,2675,239932,12,401,10271,24
F,91,1,215,24279,12,42,516,24
M,95,1,648,59432,12,110,2332,24
M,75,1,431,43767,12,81,1758,24
F,76,1,1814,233852,24,308,6530,24
F,44,1,647,5781,24,252,2562,12
F,73,1,1776,142910,12,177,6819,24
F,81,1,2923,109854,12,379,11224,24
F,27,0,89,1492,1,38,1046,24
F,77,1,2320,194512,12,278,3340,12
M,23,1,1254,81911,12,514,7523,12
M,93,1,591,85401,12,76,2269,24
F,61,1,2498,264642,24,474,8992,24
F,65,1,648,57672,24,136,1710,24
M,99,1,1681,43281,12,319,6051,24
F,41,0,39,281,1,11,65,6
F,57,1,1901,117601,12,627,7299,12
M,21,0,37,583,12,20,17,1
M,79,1,2521,54303,12,302,3630,12
M,46,1,2596,147571,12,856,21183,24
F,24,0,158,1690,24,80,549,6
M,40,0,451,37984,12,148,3680,24
M,84,0,406,6849,12,81,316,6
F,44,0,306,2731,6,125,107,1
M,75,1,823,49604,12,148,2962,24
M,90,1,1635,88293,12,196,3727,12
M,23,0,52,1048,6,25,82,3
M,32,0,106,10374,6,51,52,1
M,45,1,1763,76021,12,581,8885,12
M,51,1,518,70671,12,165,4226,24
F,46,0,401,27263,6,144,140,1
F,63,0,314,10590,12,59,169,3
M,41,0,314,14067,12,113,659,6
M,89,1,1690,65324,12,270,7300,24
M,21,0,26,138,24,12,79,6
F,21,0,129,936,12,63,1517,24
M,64,1,2160,223287,24,280,4924,12
M,50,0,443,29229,6,141,491,3
M,47,0,295,25186,24,91,362,3
F,99,1,1828,241306,12,237,4167,12
M,14,0,93,277,1,15,204,12
F,92,1,1862,35748,24,260,6256,24
M,91,1,188,5135,24,18,676,24
M,51,0,399,33380,1,147,1867,12
F,10,0,61,592,24,7,39,6
M,70,1,321,44410,12,48,1155,24
F,36,1,1518,16823,24,774,9107,12
