gender,age,job,monthly_income,assets,deposit_months,deposit_amount,saving_amount,saving_months
F,44,0,471,460825,3,537,149,24
F,30,1,787,463148,30,11190,372,30
M,41,1,1094,177185,18,6642,366,18
M,55,0,567,29440,18,4554,212,1
F,64,1,2237,261564,18,12978,1038,12
M,26,0,202,53718,1,94,64,12
M,25,0,518,244127,3,567,231,18
M,54,1,1852,1376149,12,10584,796,18
M,32,1,2074,92976,30,25500,782,18
F,24,0,530,411523,3,483,240,18
F,41,0,266,125796,6,732,99,1
M,33,0,124,52987,12,720,58,6
M,41,0,478,420659,12,1944,200,12
F,60,1,1207,884711,12,4824,525,24
F,24,0,461,184323,12,2700,146,6
M,60,1,2120,607574,24,21024,641,12
F,45,1,1647,1330532,12,7080,560,12
F,19,0,666,620138,6,1266,300,24
F,51,1,256,87594,30,2550,98,18
F,55,0,634,233495,12,2952,206,18
F,20,0,86,69595,6,228,41,24
F,18,0,298,169575,18,2556,145,24
M,48,1,1128,776740,30,12210,468,12
F,40,0,592,191503,24,6624,224,12
F,37,0,519,268825,1,175,254,24
M,33,1,2891,57508,12,3612,506,30
M,63,1,498,431001,18,4410,181,18
M,49,0,156,97255,6,300,69,6
M,34,0,599,343122,6,1392,244,1
M,35,0,580,525021,1,272,200,1
M,21,0,619,369334,18,5130,267,12
M,52,1,1910,1127112,24,21192,736,30
M,57,1,2201,489286,18,14022,748,24
M,53,1,2820,876249,30,34920,1136,18
F,40,1,1311,1124160,18,10260,474,24
M,32,1,1975,816681,12,11184,839,30
M,30,0,491,427042,6,960,193,24
F,31,1,626,432273,18,3636,291,24
F,31,0,44,43230,6,78,21,24
M,54,1,2163,643048,18,14202,940,24
M,22,0,393,164563,18,3492,140,3
F,39,0,455,41915,24,3744,141,6
M,45,0,287,29272,24,2232,112,12
M,62,1,2003,1326660,12,11808,945,18
M,21,0,518,188234,18,3042,191,24
M,55,1,657,70162,12,3876,229,12
M,46,0,207,36296,18,1278,77,18
M,54,1,2668,829715,18,19566,829,30
M,52,1,2285,1978967,24,22512,915,30
M,37,1,2121,403412,18,15552,937,30
F,52,0,255,55084,3,354,124,12
F,52,0,161,145415,24,1776,55,12
M,37,1,1878,645535,24,22344,624,12
M,19,0,180,170366,6,354,58,1
M,35,0,334,326512,18,2160,116,24
M,47,1,1977,602873,18,11142,701,18
M,59,1,1161,176354,18,8478,393,18
M,46,1,1955,219223,30,18270,850,18
F,56,1,493,377341,30,7080,182,12
F,39,0,306,100777,3,360,101,12
F,46,0,659,474950,18,5364,314,6
M,63,1,1222,417131,24,14544,588,24
M,27,0,675,662451,6,1548,317,6
M,37,0,277,70337,24,3192,108,6
F,33,0,255,82503,18,1782,102,18
F,23,0,697,496641,3,1035,288,12
F,34,0,469,194003,1,156,197,1
M,23,0,109,47564,24,984,38,24
F,39,0,438,281620,1,208,134,24
F,35,0,542,285521,12,3084,165,6
F,49,0,61,48229,3,66,25,6
F,45,1,1334,942096,18,9162,483,24
M,59,1,2583,2427089,18,21510,990,30
M,27,1,1932,237725,12,9096,756,24
M,58,1,193,185479,18,1134,60,18
F,39,0,272,57682,1,121,95,3
F,45,1,719,18446,18,1764,72,24
F,32,0,467,329762,18,2826,170,24
M,60,1,1296,37612,30,6900,258,18
M,46,1,2401,1821513,18,13608,1056,18
M,24,0,235,86560,6,510,89,12
M,51,1,959,572175,24,11376,396,12
F,49,1,1855,1735323,18,10386,722,30
F,19,0,183,35109,18,1404,80,3
M,43,1,1152,83301,30,14820,413,18
F,62,1,2448,840943,12,10728,1159,18
M,28,0,478,180454,12,2700,164,3
M,42,1,2396,2212775,18,20664,1015,24
M,36,1,1546,1261261,12,6816,504,30
M,37,0,433,51012,6,1122,176,18
M,50,0,470,188614,24,3408,195,6
M,34,1,1739,1177118,24,15432,542,12
F,47,1,1488,799943,30,19590,546,24
M,35,1,495,111528,30,6300,204,30
F,49,0,501,400367,3,699,159,1
M,57,1,1432,1352075,18,11880,460,30
M,62,1,772,564030,24,6120,360,30
M,21,0,389,203265,12,1440,149,3
M,49,1,1306,1227682,18,10656,573,18
F,36,0,513,104754,24,4776,228,1
M,20,0,495,298015,18,4050,179,12
F,55,1,749,301124,18,6048,329,12
M,45,0,492,471386,6,1128,217,3
M,55,0,64,63670,6,186,31,12
F,23,0,58,46529,12,312,28,3
F,57,0,161,135386,12,612,66,1
F,34,0,373,196235,6,684,173,1
F,59,1,2311,1471409,12,10848,1110,24
M,22,0,281,6754,12,612,49,1
F,36,0,296,107112,3,297,90,3
F,60,1,820,213030,24,5976,373,18
F,59,1,2259,1884618,18,19710,900,18
M,52,1,1000,520812,12,3828,372,18
F,39,1,740,164766,30,8640,304,18
M,41,1,2473,1375807,30,23520,1210,24
F,27,1,2295,1883815,18,17856,1039,18
M,19,0,83,54926,6,204,33,18
F,45,1,2603,281987,30,32430,913,24
F,58,1,2393,1105622,12,13320,864,24
M,54,1,336,322432,24,2760,155,30
M,34,0,662,478705,6,1566,247,18
M,23,0,136,19427,18,1008,52,24
M,60,1,2806,1302152,18,19332,1397,12
F,22,0,643,39617,6,1698,282,12
F,56,1,2053,875399,18,14814,675,24
F,24,0,663,582513,1,278,311,12
F,49,1,1724,1643122,12,6420,757,12
F,21,0,121,93979,1,42,43,6
F,38,1,1215,529693,30,13230,526,12
F,59,1,2282,1994230,24,16680,1137,24
M,49,1,2087,23704,12,3108,302,24
M,35,0,542,72969,18,4122,220,24
F,50,1,2603,1438505,12,14448,1105,24
F,31,0,319,197300,3,348,121,24
M,23,0,380,347394,12,2028,119,3
F,28,1,1881,708568,18,10674,648,30
M,63,1,609,440730,24,5808,278,24
F,37,0,309,27671,12,1572,107,3
M,46,1,1208,178933,30,17070,549,30
M,52,0,174,10794,18,954,77,24
M,33,0,453,253726,24,3624,173,1
M,24,0,341,137622,3,366,142,6
M,57,1,2866,2457740,24,29112,1086,30
M,53,1,804,114849,12,3096,300,30
M,61,1,568,470383,30,5670,244,24
M,61,1,2878,690833,24,24768,1119,12
F,48,1,1514,1009485,30,14700,672,30
M,59,0,41,31867,6,72,17,3
M,61,0,292,140058,3,306,134,3
F,60,1,833,319155,30,9360,319,18
F,60,1,2315,1081933,12,9984,855,12
F,64,1,978,97902,30,9900,352,24
F,23,0,57,55242,3,60,27,3
F,46,0,68,11804,12,252,21,18
F,44,0,79,14098,18,612,29,6
M,60,1,301,169964,24,3600,103,24
F,19,0,546,490684,12,3024,175,3
F,39,0,407,83699,6,1092,127,3
F,26,0,635,393244,1,239,208,24
F,28,0,583,511688,6,1056,176,3
F,33,0,619,7259,12,1392,62,6
M,62,1,2438,1746529,30,26640,866,24
F,30,0,684,263925,1,310,308,3
M,35,0,316,179854,1,121,151,18
M,42,1,2510,427423,30,25590,1143,12
M,50,1,1839,1463402,24,20520,562,24
M,27,0,542,340149,1,196,188,12
F,47,0,58,36102,1,24,23,1
M,18,0,36,27116,6,90,11,12
F,50,1,249,140518,30,2820,99,18
M,32,1,1250,236123,30,15870,467,12
F,46,0,498,316270,6,1176,201,6
F,19,0,47,44839,6,96,17,1
F,28,1,622,385407,18,4176,305,24
M,51,1,1012,312240,24,9984,484,24
F,58,1,2894,47177,30,14820,402,12
M,36,0,428,391798,18,3834,173,12
M,19,0,83,34505,12,300,33,24
F,37,0,364,221744,1,175,145,3
M,58,1,2220,813986,18,17910,1105,30
F,48,1,286,143649,24,2664,125,18
F,21,0,560,314558,1,210,207,18
F,46,1,339,96417,12,1860,154,30
M,47,0,599,487500,24,5448,211,3
F,30,1,423,277702,18,2826,176,24
F,32,0,31,28083,3,30,10,1
M,37,0,238,86045,3,345,99,12
M,51,1,2675,876407,12,13392,1187,24
M,45,0,617,220021,1,202,292,24
M,37,0,644,68851,1,220,269,6
F,42,0,328,131008,12,1416,138,18
M,44,1,303,166934,18,2646,115,24
M,47,1,679,354060,18,3942,249,24
M,58,1,1120,573982,12,4092,370,30
M,37,1,2930,303044,18,25794,1279,12
F,18,0,347,218524,6,708,121,6
M,52,1,413,404319,30,5550,171,30
M,60,1,2472,2392590,24,18672,1034,30
F,41,1,1344,673796,18,10494,606,12
M,42,1,2092,1153704,24,16128,777,12
F,57,0,699,598613,12,3744,319,6
M,29,1,2520,235163,30,30510,1001,30
F,28,1,1233,1224506,24,10560,604,18
F,47,0,381,211342,12,2220,170,3
M,30,0,111,31931,24,936,47,3
F,64,1,1132,479464,24,10176,412,18
F,42,1,2082,16413,12,4548,210,24
F,42,0,601,216959,12,3036,215,18
F,34,1,2863,1838135,24,31896,1163,30
F,29,0,181,64059,12,876,71,1
M,28,0,88,70312,1,42,32,12
M,27,0,380,354877,6,726,178,6
M,34,0,46,31183,3,57,19,18
M,62,1,609,36715,24,5736,229,12
F,33,0,665,403187,18,4464,293,1
M,37,0,604,136004,6,1110,249,1
M,22,0,212,50330,12,1212,84,24
M,58,0,489,72579,12,1800,198,18
M,49,0,257,118345,6,534,103,18
F,44,1,1330,1088516,24,13128,435,24
F,21,0,444,25051,12,1716,216,1
M,58,1,2883,2012539,18,24642,867,12
M,24,0,613,225865,3,861,243,3
F,63,1,2691,1352178,18,21600,1241,12
M,31,1,1584,672512,24,15168,708,30
M,56,1,574,164922,30,5880,215,12
M,41,0,111,11482,18,612,49,24
M,35,0,313,191843,3,297,137,24
M,55,1,294,32696,24,2592,95,30
M,56,0,685,385313,3,699,290,12
F,57,1,619,120113,30,5610,301,24
F,18,0,99,59409,6,246,39,18
F,34,1,2039,589664,12,12048,767,24
M,43,0,462,366785,3,519,180,18
F,39,1,1610,1022182,18,12978,659,30
M,56,0,345,304069,18,2538,127,18
F,35,0,590,443414,12,2964,280,3
F,55,0,546,325746,6,1458,164,3
F,45,1,1141,531350,30,10920,488,18
F,38,1,1334,76621,24,14520,635,24
F,55,0,481,33446,3,555,199,12
M,50,0,201,187918,24,1776,63,3
F,47,1,1222,390981,18,9270,388,24
M,59,1,1356,1279696,30,15930,614,24
M,25,1,1524,987843,12,8460,603,30
F,47,0,282,92078,3,354,95,12
M,56,1,2336,139591,18,18468,1058,24
M,26,1,1750,357983,30,20550,791,18
F,50,1,1391,840459,30,14640,423,24
M,60,1,2016,984301,12,9108,929,18
F,46,0,231,33356,24,2736,70,18
F,48,0,230,76433,1,98,72,6
F,20,0,612,159719,3,906,232,18
F,55,1,2505,1507908,18,14958,1119,18
F,28,1,2619,2002924,24,28872,874,24
M,22,0,577,561015,6,1542,252,6
F,48,1,2008,1442287,18,13284,724,12
F,37,1,2651,989399,18,19188,1265,30
M,21,0,416,275016,18,2988,126,3
M,25,0,156,129882,3,147,69,3
M,59,1,1997,475649,30,25470,692,18
F,52,1,1049,366648,12,4500,474,18
F,30,0,363,249286,12,1740,177,24
F,22,0,361,238220,18,2520,172,24
M,57,1,1484,296880,24,15048,736,18
F,36,1,1544,141598,30,14610,617,30
M,35,0,266,95885,24,1944,83,18
M,50,0,334,298575,6,606,119,1
F,21,0,589,244901,3,783,235,1
F,35,1,1350,571786,18,10548,653,30
M,63,1,729,151561,12,3120,307,12
F,41,1,2466,411124,24,28968,853,18
F,60,1,1792,1726769,12,9180,659,30
M,46,0,62,58543,18,396,29,12
M,48,1,2622,2463600,30,27480,814,18
F,45,1,2893,1347071,12,11124,1423,18
F,26,0,294,145831,1,134,90,24
M,62,1,245,57679,18,1512,75,12
F,43,0,412,179156,1,142,179,6
M,64,1,1710,166797,18,13968,629,18
M,19,0,642,151603,1,216,229,12
F,23,0,264,123883,1,93,103,6
F,46,1,1688,1065251,12,7464,636,30
M,43,1,238,161493,24,1944,101,30
F,45,0,102,15681,3,105,48,12
M,24,0,700,240989,12,3192,322,12
M,51,1,904,772919,18,5220,363,24
M,62,1,298,262330,18,1764,117,18
F,27,1,2403,483251,12,10248,1043,24
M,58,1,585,556790,18,4392,253,12
F,57,0,85,41677,24,720,37,6
M,64,1,1146,814236,18,7452,369,18
M,39,0,168,35371,3,246,72,3
M,44,0,629,534362,3,705,202,18
F,56,0,372,314143,18,2934,154,18
F,39,1,1894,1735348,18,16722,920,30
F,36,0,226,97880,3,297,91,18
F,53,0,628,496182,24,6744,250,3
F,26,0,678,246895,1,328,255,18
F,36,1,278,101932,24,2328,105,12
F,19,0,410,170111,3,567,168,3
F,45,1,2011,1496201,12,8268,861,24
F,56,1,981,93884,30,14520,302,18
F,39,0,280,100900,3,378,139,1
F,23,1,2606,1036521,18,18972,825,18
M,64,1,529,413560,18,3636,196,12
M,24,0,480,461132,24,5352,177,18
F,23,0,44,12536,12,204,13,18
M,50,1,1394,483236,24,11064,552,12
F,31,0,623,421198,6,1788,241,6
M,18,0,356,305252,12,1392,137,1
M,42,1,197,151809,30,2730,73,30
F,23,1,1470,320144,12,5496,711,30
M,45,1,2063,1801266,12,11100,627,30
M,35,1,2150,248658,18,17064,919,18
F,44,0,370,79702,18,2412,152,1
M,19,0,272,67636,3,273,105,3
F,57,1,254,42294,30,3120,106,12
F,38,1,844,683699,18,6966,261,30
M,40,1,2064,2028507,24,22056,898,30
F,19,0,471,90461,1,162,222,12
F,33,1,2884,418386,18,17748,873,12
F,21,0,181,71462,18,1566,74,24
M,51,0,151,149575,12,720,51,1
M,22,1,489,389125,24,5664,165,18
M,51,1,905,750678,24,8352,441,24
M,39,0,458,225059,3,438,195,24
M,63,1,2855,2088835,30,41820,1101,30
F,37,1,2795,1797494,30,38940,901,24
F,56,1,1342,21824,12,2100,177,30
M,64,1,926,195748,18,6858,443,30
M,30,0,488,281561,24,4776,219,3
F,61,1,1313,441509,24,13872,397,24
M,51,1,2596,888756,12,15024,812,30
F,61,1,2710,281283,18,21762,1200,18
M,23,0,528,203232,3,654,258,6
M,46,1,1545,1035944,18,9792,632,12
F,50,0,301,11177,3,282,101,3
M,18,0,212,211679,6,564,99,18
F,64,1,852,36676,18,5040,421,24
F,24,1,1520,99304,12,5568,711,18
F,39,1,1787,649923,18,10728,546,30
F,49,1,2448,1692814,30,33240,1099,24
F,31,0,359,6197,18,702,54,24
F,41,0,484,209857,1,151,172,18
M,36,1,2902,21553,30,17250,554,30
F,44,0,699,597895,6,1656,315,24
F,40,0,110,48188,1,49,52,3
M,62,1,1981,495968,30,24000,885,18
F,38,1,2016,203006,12,7464,900,18
M,61,1,1259,1078937,12,7260,563,12
F,46,0,193,174329,12,708,94,6
F,18,0,284,166532,3,357,130,3
F,48,0,547,384530,12,2700,226,3
F,44,0,605,464481,6,1332,192,18
M,61,1,2226,96409,30,22260,1069,30
M,53,1,1057,354164,18,8424,361,18
M,44,1,2166,1087797,24,22440,943,12
M,32,1,2718,1290671,30,27750,1113,30
M,42,0,267,185511,6,690,117,6
M,32,0,138,101159,6,396,63,12
M,57,1,688,626224,30,6330,335,18
M,36,0,166,134027,1,70,56,18
M,64,1,2668,698551,12,10440,1118,24
F,28,1,1099,500291,12,4740,347,24
M,58,1,358,203655,24,3168,110,30
F,50,1,482,277995,30,4650,212,18
M,58,1,2820,2180744,18,21564,1109,24
F,40,0,628,611430,24,5928,276,12
M,29,0,488,463935,18,4248,222,6
F,19,0,336,207215,6,888,164,18
M,60,1,1064,64274,24,9072,350,18
M,38,1,2045,1395718,18,17892,853,30
M,31,1,554,259448,24,4536,228,30
F,51,0,456,99437,3,627,217,18
M,32,0,91,82554,6,210,28,24
F,38,0,346,194384,1,148,128,1
F,40,0,291,186369,12,1512,134,18
F,38,1,1081,315341,12,6456,488,18
M,31,1,1888,1532622,18,11160,722,18
F,38,1,2550,1420712,24,18720,809,30
F,29,0,282,56299,1,135,115,24
F,59,1,2889,2578997,18,20664,1188,18
F,63,1,1068,105184,24,12648,482,18
F,64,1,2611,208666,30,23940,1256,24
F,22,0,193,146412,3,183,64,6
F,19,0,265,184701,12,1020,97,1
F,39,1,2129,1836990,24,20280,941,30
F,23,0,550,452860,12,2364,261,1
M,61,1,232,9994,24,2400,111,18
F,19,0,133,99806,18,1008,54,18
F,46,0,341,67803,1,105,125,6
F,53,1,873,218192,30,11340,366,24
F,24,0,472,67609,1,228,188,1
M,33,0,119,76607,18,900,42,18
M,50,0,79,32540,12,456,24,12
M,50,1,2545,1146393,18,20826,1175,30
F,31,0,282,251899,6,642,101,12
M,60,1,553,521135,24,6264,196,12
M,29,0,442,49359,24,4344,206,3
F,60,1,2137,1636405,24,21072,740,12
F,23,0,84,45146,24,744,32,6
F,29,1,1322,571261,18,8262,417,30
F,48,0,63,48505,18,414,25,3
M,29,0,681,377082,24,7344,338,12
F,27,0,108,41305,6,240,37,6
F,57,1,2267,1941030,18,13860,990,12
M,44,0,544,414437,6,1380,246,24
M,24,0,353,2328,12,600,55,12
F,63,1,339,5283,18,882,62,30
M,53,0,455,244620,18,3024,226,24
F,50,1,338,314623,30,4470,164,24
F,44,1,1577,1047026,30,20100,768,30
F,25,1,549,236547,24,5928,207,12
F,22,1,1575,1259825,30,15000,748,18
F,25,0,420,207342,1,187,168,1
M,57,1,2910,1475497,18,24732,1042,24
M,38,0,110,28197,18,774,48,24
M,41,1,2471,1417372,30,26850,1204,24
M,24,0,238,180205,6,444,90,6
M,36,0,51,3085,3,51,20,6
F,48,0,667,56266,1,312,286,24
F,53,1,534,487485,18,3420,196,12
F,44,1,1188,332911,30,14580,384,24
M,46,1,228,133041,18,2034,70,30
M,40,0,186,10891,3,234,57,6
M,37,0,243,5940,1,32,43,18
M,23,0,546,200531,3,798,206,12
F,29,1,1432,693675,18,11286,433,30
F,29,0,160,75102,1,63,50,6
M,20,0,287,177215,24,2496,127,3
M,59,1,699,151282,24,5736,263,24
F,56,1,855,689733,12,3264,384,18
M,52,0,386,168193,1,170,149,24
F,36,0,243,123975,18,1782,107,1
M,62,1,877,747768,24,9456,364,24
M,21,0,586,237770,3,810,235,24
M,48,0,191,87818,3,270,73,18
M,59,1,2130,419747,12,9648,717,24
M,55,1,1675,1654970,24,19824,750,30
M,50,1,787,594326,18,4320,277,30
F,23,0,363,202164,24,3768,109,1
F,25,0,685,231807,1,285,336,3
M,45,0,552,143326,6,1386,242,6
M,32,0,405,197198,18,3384,150,24
F,48,1,981,509998,12,4236,377,24
F,25,0,241,16636,3,291,95,18
F,23,0,374,334517,1,160,116,3
M,46,1,2037,980894,30,29070,633,24
M,63,1,1709,1548147,24,16056,607,24
F,51,1,2883,1361096,12,16476,1125,12
M,24,0,471,254803,12,2748,175,1
F,57,1,1015,830760,12,6072,478,18
M,27,0,524,287196,24,3864,170,3
F,30,1,1803,1632412,12,7752,867,24
M,39,1,508,161370,18,3762,174,30
F,38,0,621,163407,6,1818,260,24
F,18,0,657,488863,24,7608,267,12
M,58,1,2478,1323640,18,13860,843,30
F,59,1,2598,1827290,12,10608,807,12
F,19,0,247,198137,24,2568,78,24
F,46,1,1023,487462,30,11970,405,18
F,28,0,682,483557,6,1728,338,18
M,54,1,445,360338,24,3816,170,24
F,24,0,71,51232,1,27,31,1
M,52,1,674,159564,18,3726,328,18
F,47,1,276,67923,18,1926,135,18
F,33,0,590,487544,6,1194,266,3
M,32,0,662,121073,1,222,302,12
F,57,0,58,48308,12,312,25,3
M,37,0,165,69978,6,474,51,12
F,45,1,270,255345,30,2880,99,18
F,54,1,1698,1650109,24,12912,685,18
F,20,0,276,99384,24,2352,86,24
F,46,1,468,353083,24,3456,146,18
M,54,1,1278,99991,30,12960,399,30
F,26,0,327,94710,18,2304,127,24
F,44,0,310,276944,18,2538,122,6
F,49,0,35,19241,6,72,13,12
F,63,1,2658,1885550,12,10908,1140,18
M,56,1,880,486793,12,4488,418,24
F,48,1,2689,979340,12,9828,1102,12
M,64,1,1152,979424,18,8586,570,18
F,43,0,680,540994,1,237,279,24
M,57,1,1157,644184,12,4932,464,30
F,20,0,345,111393,1,113,103,18
M,28,0,516,209128,18,4428,204,18
F,46,0,646,425460,3,921,219,3
M,44,0,198,152992,6,390,65,1
M,64,1,1276,853932,18,7758,590,30
F,27,0,194,109805,1,64,95,6
F,52,1,1665,1542073,24,19032,533,18
F,64,1,207,144437,12,756,81,12
M,40,0,149,103758,12,756,65,18
M,23,0,338,162431,3,429,141,3
F,28,0,224,120673,12,1032,77,1
M,60,1,486,457333,30,5850,184,24
F,44,0,259,187220,24,2904,84,24
M,48,1,1696,31508,24,5544,321,24
F,47,0,358,267578,24,3432,148,6
M,20,0,26,9565,18,180,11,1
F,30,0,336,120933,1,126,103,24
M,57,1,491,209069,30,7080,187,12
F,38,0,381,370147,6,1122,154,1
M,60,1,1416,834548,12,7512,675,30
F,28,0,697,565438,24,5352,227,18
M,62,1,490,62403,12,2256,180,12
F,20,0,454,33219,3,654,199,6
F,55,1,1348,1224515,30,14760,449,12
M,48,1,2077,108972,30,29850,861,18
F,41,0,404,198445,6,1038,136,24
M,59,0,468,463289,6,900,176,1
F,29,0,371,35466,3,474,143,18
M,63,1,2485,549393,24,18192,1001,24
F,60,1,2850,2167338,18,16272,1275,30
M,44,1,2943,837177,24,24288,1451,12
F,38,1,1409,1169915,30,15180,512,12
F,42,0,364,330912,18,2340,169,1
M,47,1,1799,1480081,24,17760,874,30
M,47,1,1188,906780,30,15480,473,24
F,27,0,659,127457,24,5112,239,12
F,20,0,676,119756,24,5832,319,6
M,30,0,52,32812,3,63,19,24
M,44,1,1202,1285,12,1608,171,18
M,35,0,656,503022,1,206,238,3
F,62,1,2340,1453765,24,18072,1000,18
M,41,0,132,76781,3,150,65,24
M,63,1,2701,900722,12,12240,1009,12
M,31,0,308,7295,1,44,43,12
F,56,0,682,440279,12,3408,295,18
M,61,1,2894,1903949,30,33750,1094,12
M,21,0,638,216722,3,657,244,18
M,33,0,601,11648,24,2856,88,3
M,27,0,629,207959,1,196,288,6
F,54,1,1329,296242,12,5448,602,24
F,44,0,651,594275,1,285,239,24
M,18,0,408,342970,6,966,131,18
M,22,0,555,421618,12,3192,172,12
F,30,0,460,357222,18,2916,226,12
F,62,1,1041,165616,18,9126,505,12
F,20,0,159,142820,1,59,49,18
F,34,0,494,219261,12,2820,166,6
F,36,0,689,302263,1,261,315,18
F,54,1,1928,1113482,24,22920,656,12
M,22,0,84,75240,12,480,31,12
M,64,1,1111,76596,24,8640,530,12
M,59,1,1746,339162,24,16080,556,24
M,61,1,615,112777,12,2376,186,18
F,41,0,440,402672,1,162,173,1
M,60,1,221,115280,18,1188,89,18
F,50,1,1022,793999,12,5916,340,24
F,38,0,422,245799,12,2232,147,12
F,20,0,219,126017,1,108,83,3
M,21,0,29,12797,6,54,9,12
F,49,0,195,8328,6,576,84,18
M,41,1,1848,911460,18,12726,720,12
F,52,0,340,40089,12,1740,141,24
M,35,1,1465,556404,30,15600,711,24
F,20,0,361,164677,6,1056,151,3
M,56,1,1909,375951,30,23640,747,18
F,43,0,159,76055,12,600,65,1
F,41,0,148,121279,3,165,64,6
M,18,0,601,547128,3,849,185,1
F,51,1,2026,492331,18,12762,992,12
M,29,1,2828,592524,24,27480,1396,30
M,34,0,468,71724,6,870,205,3
F,38,1,1705,924327,30,20790,839,12
M,38,0,195,177441,6,534,94,12
M,20,0,151,115391,24,1176,49,1
M,61,1,1908,1353947,30,28140,639,12
F,45,0,177,30616,24,1608,60,6
F,42,1,229,25589,12,852,97,12
M,61,1,2998,2321174,12,14784,1395,30
M,23,0,98,91138,12,504,45,1
F,59,1,2130,1633828,24,20376,682,12
F,47,1,854,286254,30,12510,275,12
M,49,0,417,94102,24,3792,176,12
F,39,1,2072,2030119,30,20730,1006,24
M,55,1,2549,1225261,24,19920,905,12
M,31,1,899,682476,12,5340,322,18
F,51,1,586,209889,12,3084,197,24
M,60,1,2433,1588977,24,28056,1112,12
M,64,1,2799,1468136,18,18720,1381,18
F,43,0,537,474512,12,3108,188,3
F,57,1,2037,792955,18,17532,851,24
F,30,0,298,203279,18,2502,134,3
M,47,1,1242,364551,12,6936,520,24
F,36,1,1139,742143,12,4548,358,30
M,59,1,2258,128784,24,25056,736,30
M,58,1,993,217107,18,5958,452,24
M,56,1,280,186978,24,2736,118,12
M,20,0,318,62031,12,1764,133,1
F,48,1,885,380587,30,8880,293,24
F,29,0,324,287790,6,924,130,3
M,32,1,986,586832,18,6246,397,30
M,62,0,335,111846,1,162,165,12
F,55,1,2767,2594520,30,27030,903,18
M,57,1,370,92926,18,3114,156,18
M,31,1,2303,315839,24,21744,774,24
M,52,1,1216,1124552,30,13440,592,30
M,33,0,125,37953,18,1008,57,6
M,41,0,529,103717,12,2652,161,6
F,34,1,2318,1005095,24,26472,835,18
F,35,0,311,113374,12,1608,131,6
F,59,1,1118,673083,24,8256,504,30
F,34,0,293,69067,24,2352,124,24
M,33,0,268,194340,1,111,130,12
F,38,1,1352,825206,30,19290,448,24
M,41,0,36,15665,18,198,16,18
M,51,1,1610,1478421,18,13374,677,24
F,53,0,426,407860,24,3312,151,3
F,60,1,235,98384,30,3030,102,18
M,44,0,434,180534,3,492,177,1
F,56,1,2741,2600751,18,20862,933,18
M,34,1,1806,306730,18,12186,626,30
M,42,0,465,134741,24,5136,185,3
M,55,0,143,11400,18,1008,44,1
F,59,1,2505,650003,24,23952,1241,18
M,38,1,2645,191832,24,31560,1039,24
F,21,0,217,26167,3,315,89,12
F,42,1,936,15695,30,3750,160,18
F,47,1,2353,251261,30,21360,732,30
M,50,0,317,123722,3,288,114,1
M,56,1,1196,870806,24,9672,387,24
M,43,0,240,40805,24,2280,85,1
F,42,1,1893,653697,18,15912,730,30
M,33,0,398,155717,6,1146,141,1
M,41,1,2913,1573625,12,15168,1202,24
F,22,0,654,476115,18,3672,274,1
M,59,1,2084,895265,18,12726,983,12
M,56,1,1200,676020,30,16950,393,30
F,30,1,2326,35344,18,4770,455,30
M,47,0,275,215360,12,1524,98,12
M,24,0,588,518210,24,5424,182,1
M,64,1,2017,1518589,24,21576,808,30
M,34,1,1196,492206,30,16230,591,24
M,44,1,2962,1462369,24,24936,1292,18
F,52,1,2493,893614,24,22464,1140,18
M,22,0,442,185359,12,1644,134,12
M,59,1,1528,535624,18,12402,725,12
M,22,0,121,35185,24,1056,51,6
M,41,0,599,469648,1,194,200,3
M,24,0,85,82105,24,912,37,24
M,24,0,301,9632,24,3264,95,12
F,31,0,543,296037,18,3078,172,6
F,32,0,455,271979,6,1326,210,24
F,22,0,278,258029,12,1416,118,18
M,54,1,1139,777510,12,6612,381,12
M,21,0,680,20506,12,2880,302,1
M,47,1,1449,1264065,24,17232,707,24
F,37,0,175,114729,18,1458,69,12
F,43,1,1332,718461,24,13704,607,18
F,26,1,990,849747,24,9888,318,30
F,47,1,1859,1258986,12,7764,900,30
F,61,1,1870,1079327,18,13752,687,24
M,39,0,28,15394,24,264,11,18
F,57,1,1554,209589,18,9414,659,30
F,58,1,1017,905315,24,12048,457,18
F,61,1,400,158760,30,4590,152,24
F,47,1,2843,2762519,18,21078,1054,30
F,37,1,1999,1795496,30,20910,693,18
M,45,1,386,161088,18,2880,135,18
M,24,0,395,383231,6,972,195,12
F,21,0,445,42008,3,591,166,12
M,45,1,370,56486,24,3768,133,18
F,52,1,1011,732129,18,6138,501,30
M,50,1,2900,715654,18,23562,1312,18
F,24,1,313,214344,12,1776,128,18
F,26,1,2926,2371986,18,18882,1452,30
F,51,1,339,81416,18,2322,109,24
M,56,0,539,418168,1,242,263,6
F,59,1,1837,1335460,24,13392,825,30
M,51,1,2698,578525,30,39240,1097,30
F,30,1,537,92008,24,5352,210,18
F,46,1,1149,619743,12,5268,553,18
M,52,1,2873,655600,24,28104,1324,12
F,62,1,1241,250143,30,12600,608,30
M,27,0,505,341846,18,4500,175,1
F,47,1,540,260101,30,7980,206,12
M,61,1,904,410366,30,12240,414,30
M,43,0,603,126093,18,5094,219,18
F,52,0,689,174813,6,1242,309,24
F,45,1,1578,19368,18,4734,159,24
F,46,0,345,75756,1,146,155,12
F,23,0,402,155720,1,187,192,18
M,20,0,333,298550,12,1212,126,1
